"","Attendance","Stadium_Capacity","StadiumUtilization","HomeFouls","HomeTackles","HomeInterceptions","HomeYellow","HomeRed","AwayFouls","AwayTackles","AwayInterceptions","AwayYellow","AwayRed","GoalsScored","HomePassAccuracy","HomeShotAccuracy","AwayPassAccuracy","AwayShotAccuracy","HomeResult","dummyBundesliga","dummyEPL","dummyLaLiga","dummyLigue1","dummySerieA"
"288",14789.6315789474,18378,0.804746521871116,12.8421052631579,16.2105263157895,14.4210526315789,1.10526315789474,0,14.5789473684211,15.4736842105263,14.1052631578947,1.57894736842105,0.210526315789474,2.15789473684211,0.779774931448953,0.33896526590025,0.7704487943337,0.320828440565283,0.631578947368421,0,0,0,1,0
"289",17068.1052631579,33150,0.514874970231007,14.4736842105263,17.3684210526316,13.4210526315789,2,0.105263157894737,13.4736842105263,19.8421052631579,13.8421052631579,2.63157894736842,0.315789473684211,2.42105263157895,0.717460497882837,0.369930490905723,0.753535629929094,0.328226537824061,0.421052631578947,0,0,0,1,0
"290",44047,59186,0.744213158517217,12.3684210526316,15.5263157894737,11.8947368421053,1.42105263157895,0.0526315789473684,14.6842105263158,18.5789473684211,11.9473684210526,1.89473684210526,0.105263157894737,2.94736842105263,0.824813163112193,0.360382634221643,0.751764269531342,0.32720428617243,0.631578947368421,0,0,0,1,0
"291",46616.4210526316,67394,0.691699870205531,13.1052631578947,18.7894736842105,10.8947368421053,1.84210526315789,0.0526315789473684,13,15.6315789473684,10.5789473684211,1.36842105263158,0.157894736842105,3.31578947368421,0.825328988913889,0.369491519667839,0.733916853499593,0.323845598845599,0.631578947368421,0,0,0,1,0
"292",46929.9473684211,48583,0.965974669502111,11.6315789473684,15.9473684210526,7.26315789473684,1.31578947368421,0.105263157894737,14.2105263157895,17.0526315789474,14.2631578947368,1.94736842105263,0,4.47368421052632,0.874319913628995,0.435724948215827,0.772526848943712,0.266509186954844,0.894736842105263,0,0,0,1,0
"293",23111.1052631579,29778,0.776113414707431,13.1578947368421,12.3157894736842,11.1052631578947,1.26315789473684,0.105263157894737,15.2105263157895,16.7368421052632,14.1052631578947,2.73684210526316,0.263157894736842,2.26315789473684,0.765665918490371,0.311398108662652,0.7581877151558,0.309939003205257,0.421052631578947,0,0,0,1,0
"294",12228.3157894737,15995,0.764508645793916,12.7368421052632,16.3684210526316,11.4210526315789,1.68421052631579,0.105263157894737,14.1052631578947,13.9473684210526,10.8421052631579,2,0.0526315789473684,3.31578947368421,0.754475531103725,0.333933886980978,0.767488919439875,0.334525931584755,0.578947368421053,0,0,0,1,0
"295",27562.5789473684,41965,0.656799212376228,12.6842105263158,14.8947368421053,7,1.57894736842105,0.263157894736842,14.5263157894737,16.8947368421053,12.4210526315789,1.78947368421053,0.105263157894737,3.10526315789474,0.786974259313512,0.35013052542498,0.762231186307846,0.349494479586013,0.421052631578947,0,0,0,1,0
"296",9243.05263157895,18523,0.499004083117149,13.8421052631579,15.6842105263158,11.4736842105263,2.15789473684211,0.105263157894737,14.8947368421053,15.1578947368421,10.7894736842105,2.05263157894737,0.105263157894737,3.36842105263158,0.769456127825713,0.353027781472054,0.732461130001268,0.334273182957393,0.789473684210526,0,0,0,1,0
"297",26047.8421052632,42115,0.618493223442079,14.2105263157895,16.6315789473684,12.0526315789474,1.63157894736842,0.105263157894737,13.5789473684211,16.5263157894737,10.6315789473684,1.73684210526316,0.0526315789473684,2.63157894736842,0.786031656502532,0.317876623690787,0.772529990562652,0.26980855401908,0.473684210526316,0,0,0,1,0
"298",17186.5789473684,20453,0.840296237587074,14.4736842105263,16.4210526315789,11.3157894736842,1.63157894736842,0.157894736842105,14.4736842105263,12.8947368421053,11.6842105263158,2,0.0526315789473684,1.89473684210526,0.709490429732449,0.306598960894627,0.752683352247212,0.358968516863254,0.368421052631579,0,0,0,1,0
"299",31453.0526315789,50186,0.626729618450942,13.7368421052632,16.5789473684211,11.8421052631579,1.21052631578947,0.105263157894737,13.1578947368421,17.9473684210526,13.1052631578947,2.15789473684211,0,2.68421052631579,0.799011489004583,0.32624659120504,0.753518016931421,0.343885425855444,0.315789473684211,0,0,0,1,0
"300",11065.3684210526,18752,0.590090039518592,12.4736842105263,15.7894736842105,11.5263157894737,1.21052631578947,0,12.6315789473684,17.1052631578947,11.1578947368421,2.47368421052632,0.105263157894737,2.68421052631579,0.745300441597142,0.366195331292284,0.791524965691485,0.411990348832454,0.263157894736842,0,0,0,1,0
"301",14843.8421052632,25636,0.579023330678076,13.7894736842105,17.2105263157895,11.5263157894737,1.89473684210526,0.105263157894737,12.3684210526316,15,12.1052631578947,1.31578947368421,0.157894736842105,2.78947368421053,0.744353425745107,0.402166035718667,0.776625512294811,0.448407380373325,0.157894736842105,0,0,0,1,0
"302",22876.4736842105,35624,0.642164655406763,11.8947368421053,14.8947368421053,11.1578947368421,1.68421052631579,0.105263157894737,14.4210526315789,15.2631578947368,11.7894736842105,1.63157894736842,0.157894736842105,2.73684210526316,0.857486738905405,0.350159140327382,0.78856893397989,0.310422154385003,0.526315789473684,0,0,0,1,0
"303",24559.2631578947,35322,0.695296505234549,13.2105263157895,17.8421052631579,10.8947368421053,1.26315789473684,0.157894736842105,11.7368421052632,15,12.6315789473684,1.73684210526316,0.0526315789473684,1.68421052631579,0.736888125033835,0.264319813375877,0.77587258117834,0.284794613530152,0.421052631578947,0,0,0,1,0
"304",9366.33333333333,12097,0.774269102532308,13.1111111111111,16.1666666666667,13.2222222222222,1.83333333333333,0.0555555555555556,13.7777777777778,15.3333333333333,11,1.55555555555556,0,2.44444444444444,0.707128651408743,0.332079299603809,0.753514399268621,0.306012931072158,0.388888888888889,0,0,0,1,0
"305",24064.1052631579,29230,0.823267371302015,15.8421052631579,17.5789473684211,12.0526315789474,2.05263157894737,0.105263157894737,13.5263157894737,14.6842105263158,9.52631578947368,2.26315789473684,0.105263157894737,2.84210526315789,0.731568531154643,0.312349714295474,0.726008368488185,0.349832496607803,0.368421052631579,0,0,0,1,0
"306",13457.7368421053,32900,0.409049752039674,11.8421052631579,15.7368421052632,10.1578947368421,1.63157894736842,0.0526315789473684,13.2105263157895,13.4210526315789,12.3684210526316,2.15789473684211,0.0526315789473684,2.05263157894737,0.754870368715554,0.311785060260629,0.775603752419667,0.318780944762695,0.263157894736842,0,0,0,1,0
"307",14501.6315789474,18378,0.789075610999421,14.3157894736842,14.8947368421053,13.1578947368421,1.52631578947368,0.0526315789473684,15.8947368421053,14.4210526315789,12,2.05263157894737,0.263157894736842,2.84210526315789,0.74488114983349,0.337644467223252,0.726707956485027,0.34867344987314,0.421052631578947,0,0,0,1,0
"308",16929.2631578947,33150,0.510686671429705,16.3684210526316,15.6842105263158,11,2.21052631578947,0.105263157894737,15.1052631578947,16,11.9473684210526,2.52631578947368,0.263157894736842,2.31578947368421,0.711273815138025,0.359755600255845,0.746105598396049,0.319113027631033,0.368421052631579,0,0,0,1,0
