Match_ID,League,Season,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Venue Key,VAR Key,Stadium_Capacity,VAR,HomeGoal,AwayGoal,HomeResult,StadiumUtilization,UtilizationBuckets
9111,SerieA,20-21,37,Sat,2021-05-15,15:00 (09:00),Genoa,3-4,Atalanta,0.0,Stadio Comunale Luigi Ferraris,Livio Marinelli,https://fbref.com/en/matches/ac8da305/Genoa-Atalanta-May-15-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Genoa Stadio Comunale Luigi Ferraris,SerieA 20-21,36600,1,3,4,Loss,0.0,No Fans
9112,SerieA,20-21,37,Sat,2021-05-15,18:00 (12:00),Juventus,3-2,Inter,0.0,Allianz Stadium,Giampaolo Calvarese,https://fbref.com/en/matches/dd907cde/Derby-dItalia-Juventus-Internazionale-May-15-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Juventus Allianz Stadium,SerieA 20-21,41507,1,3,2,Win,0.0,No Fans
9113,SerieA,20-21,37,Sat,2021-05-15,20:45 (14:45),Roma,2-0,Lazio,0.0,Stadio Olimpico,Luca Pairetto,https://fbref.com/en/matches/4af9058b/Roma-Lazio-May-15-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Roma Stadio Olimpico,SerieA 20-21,70634,1,2,0,Win,0.0,No Fans
9114,SerieA,20-21,37,Sun,2021-05-16,12:30 (06:30),Fiorentina,0-2,Napoli,0.0,Stadio Artemio Franchi,Rosario Abisso,https://fbref.com/en/matches/f86ee343/Fiorentina-Napoli-May-16-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Fiorentina Stadio Artemio Franchi,SerieA 20-21,45000,1,0,2,Loss,0.0,No Fans
9115,SerieA,20-21,37,Sun,2021-05-16,15:00 (09:00),Benevento,1-1,Crotone,0.0,Stadio Ciro Vigorito,Piero Giacomelli,https://fbref.com/en/matches/4c7bbd5a/Benevento-Crotone-May-16-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Benevento Stadio Ciro Vigorito,SerieA 20-21,16867,1,1,1,Tie,0.0,No Fans
9116,SerieA,20-21,37,Sun,2021-05-16,15:00 (09:00),Udinese,0-1,Sampdoria,0.0,Dacia Arena,Matteo Gariglio,https://fbref.com/en/matches/d49635a8/Udinese-Sampdoria-May-16-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Udinese Dacia Arena,SerieA 20-21,25144,1,0,1,Loss,0.0,No Fans
9117,SerieA,20-21,37,Sun,2021-05-16,18:00 (12:00),Parma,1-3,Sassuolo,0.0,Stadio Ennio Tardini,Marco Piccinini,https://fbref.com/en/matches/bf0d6bef/Parma-Sassuolo-May-16-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Parma Stadio Ennio Tardini,SerieA 20-21,27906,1,1,3,Loss,0.0,No Fans
9118,SerieA,20-21,37,Sun,2021-05-16,20:45 (14:45),Milan,0-0,Cagliari,0.0,Stadio Giuseppe Meazza,Davide Massa,https://fbref.com/en/matches/8f871841/Milan-Cagliari-May-16-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Milan Stadio Giuseppe Meazza,SerieA 20-21,75923,1,0,0,Tie,0.0,No Fans
9119,SerieA,20-21,37,Mon,2021-05-17,20:45 (14:45),Hellas Verona,2-2,Bologna,0.0,Stadio Marc'Antonio Bentegodi,Matteo Marchetti,https://fbref.com/en/matches/33b33786/Hellas-Verona-Bologna-May-17-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Hellas Verona Stadio Marc'Antonio Bentegodi,SerieA 20-21,39371,1,2,2,Tie,0.0,No Fans
9120,SerieA,20-21,25,Tue,2021-05-18,20:30 (14:30),Lazio,0-0,Torino,0.0,Stadio Olimpico,Michael Fabbri,https://fbref.com/en/matches/1634303e/Lazio-Torino-May-18-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Lazio Stadio Olimpico,SerieA 20-21,70634,1,0,0,Tie,0.0,No Fans
9121,SerieA,20-21,38,Sat,2021-05-22,20:45 (14:45),Cagliari,0-1,Genoa,0.0,Sardegna Arena,Francesco Meraviglia,https://fbref.com/en/matches/123c0a84/Cagliari-Genoa-May-22-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Cagliari Sardegna Arena,SerieA 20-21,16416,1,0,1,Loss,0.0,No Fans
9122,SerieA,20-21,38,Sat,2021-05-22,20:45 (14:45),Crotone,0-0,Fiorentina,0.0,Stadio Ezio Scida,Eugenio Abbattista,https://fbref.com/en/matches/b6d19eaa/Crotone-Fiorentina-May-22-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Crotone Stadio Ezio Scida,SerieA 20-21,16640,1,0,0,Tie,0.0,No Fans
9123,SerieA,20-21,38,Sat,2021-05-22,20:45 (14:45),Sampdoria,3-0,Parma,0.0,Stadio Comunale Luigi Ferraris,Daniele Paterna,https://fbref.com/en/matches/b78a19bf/Sampdoria-Parma-May-22-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Sampdoria Stadio Comunale Luigi Ferraris,SerieA 20-21,36599,1,3,0,Win,0.0,No Fans
9124,SerieA,20-21,38,Sun,2021-05-23,15:00 (09:00),Inter,5-1,Udinese,1000.0,Stadio Giuseppe Meazza,Manuel Volpi,https://fbref.com/en/matches/ba1cf5be/Internazionale-Udinese-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Inter Stadio Giuseppe Meazza,SerieA 20-21,75923,1,5,1,Win,0.013171239281904034,.01%-24%
9125,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Napoli,1-1,Hellas Verona,0.0,Stadio San Paolo,Daniele Chiffi,https://fbref.com/en/matches/20b4611e/Napoli-Hellas-Verona-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Napoli Stadio San Paolo,SerieA 20-21,54726,1,1,1,Tie,0.0,No Fans
9126,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Torino,1-1,Benevento,0.0,Stadio Olimpico di Torino,Marco Di Bello,https://fbref.com/en/matches/55d41615/Torino-Benevento-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Torino Stadio Olimpico di Torino,SerieA 20-21,27958,1,1,1,Tie,0.0,No Fans
9127,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Bologna,1-4,Juventus,0.0,Stadio Renato Dall'Ara,Paolo Valeri,https://fbref.com/en/matches/566b33ff/Bologna-Juventus-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Bologna Stadio Renato Dall'Ara,SerieA 20-21,36462,1,1,4,Loss,0.0,No Fans
9128,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Spezia,2-2,Roma,0.0,Stadio Dino Manuzzi,Ivan Pezzuto,https://fbref.com/en/matches/aae48f2c/Spezia-Roma-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Spezia Stadio Dino Manuzzi,SerieA 20-21,10336,1,2,2,Tie,0.0,No Fans
9129,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Atalanta,0-2,Milan,0.0,Stadio Atleti Azzurri d'Italia,Maurizio Mariani,https://fbref.com/en/matches/b5678aec/Atalanta-Milan-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Atalanta Stadio Atleti Azzurri d'Italia,SerieA 20-21,25000,1,0,2,Loss,0.0,No Fans
9130,SerieA,20-21,38,Sun,2021-05-23,20:45 (14:45),Sassuolo,2-0,Lazio,0.0,Stadio Citta del Tricolore,Alessandro Prontera,https://fbref.com/en/matches/ba16ed7b/Sassuolo-Lazio-May-23-2021-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Sassuolo Stadio Citta del Tricolore,SerieA 20-21,23717,1,2,0,Win,0.0,No Fans
