Match_ID,League,Season,Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes,Venue Key,VAR Key,Stadium_Capacity,VAR,HomeGoal,AwayGoal,HomeResult,StadiumUtilization,UtilizationBuckets,HomePossession,HomePassesCompleted,HomePassesAttempts,HomeShotsonTarget,HomeShots,HomeFouls,HomeTackles,HomeInterceptions,HomeYellow,HomeRed,AwayPossession,AwayPassesCompleted,AwayPassesAttempts,AwayShotsonTarget,AwayShots,AwayFouls,AwayTackles,AwayInterceptions,AwayYellow,AwayRed
8225,SerieA,18-19,24,Sun,2019-02-17,15:00 (09:00),Empoli,3-0,Sassuolo,7202.0,Stadio Carlo Castellani,Maurizio Mariani,https://fbref.com/en/matches/07e84eb6/Empoli-Sassuolo-February-17-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Empoli Stadio Carlo Castellani,SerieA 18-19,16800,1,3,0,Win,0.4286904761904762,25%-49%,35%,286,375,3,7,11,15,8,1,0,65%,626,710,2,7,11,11,8,3,0
8226,SerieA,18-19,24,Sun,2019-02-17,15:00 (09:00),Genoa,2-1,Lazio,19936.0,Stadio Comunale Luigi Ferraris,Luca Banti,https://fbref.com/en/matches/8633edae/Genoa-Lazio-February-17-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Genoa Stadio Comunale Luigi Ferraris,SerieA 18-19,36600,1,2,1,Win,0.5446994535519125,50%-74%,45%,310,438,7,19,17,20,13,3,0,55%,407,526,4,7,12,16,10,2,0
8227,SerieA,18-19,24,Sun,2019-02-17,15:00 (09:00),Udinese,1-0,Chievo,18008.0,Dacia Arena,Paolo Valeri,https://fbref.com/en/matches/89bfd1ab/Udinese-Chievo-February-17-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Udinese Dacia Arena,SerieA 18-19,25144,1,1,0,Win,0.7161947184218899,50%-74%,42%,262,373,5,12,15,21,13,5,0,58%,394,518,7,19,22,26,6,4,0
8228,SerieA,18-19,24,Sun,2019-02-17,18:00 (12:00),Inter,2-1,Sampdoria,55127.0,Stadio Giuseppe Meazza,Daniele Doveri,https://fbref.com/en/matches/7454e76e/Internazionale-Sampdoria-February-17-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Inter Stadio Giuseppe Meazza,SerieA 18-19,75923,1,2,1,Win,0.7260909078935237,50%-74%,48%,374,469,6,16,12,25,6,3,0,52%,416,514,2,13,10,21,6,1,0
8229,SerieA,18-19,24,Sun,2019-02-17,20:30 (14:30),Napoli,0-0,Torino,21830.0,Stadio San Paolo,Michael Fabbri,https://fbref.com/en/matches/19d1b74f/Napoli-Torino-February-17-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Napoli Stadio San Paolo,SerieA 18-19,54726,1,0,0,Tie,0.39889631984796986,25%-49%,64%,492,592,9,25,19,27,3,5,0,36%,244,330,1,10,15,17,11,3,0
8230,SerieA,18-19,24,Mon,2019-02-18,20:30 (14:30),Roma,2-1,Bologna,31572.0,Stadio Olimpico,Marco Di Bello,https://fbref.com/en/matches/25732866/Roma-Bologna-February-18-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Roma Stadio Olimpico,SerieA 18-19,70634,1,2,1,Win,0.4469802078319223,25%-49%,50%,325,427,3,14,16,33,9,3,0,50%,312,423,7,20,17,32,7,5,0
8231,SerieA,18-19,25,Fri,2019-02-22,20:30 (14:30),Milan,3-0,Empoli,47866.0,Stadio Giuseppe Meazza,Piero Giacomelli,https://fbref.com/en/matches/f1700ac1/Milan-Empoli-February-22-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Milan Stadio Giuseppe Meazza,SerieA 18-19,75923,1,3,0,Win,0.6304545394676185,50%-74%,58%,582,664,7,12,19,13,5,1,0,42%,396,479,1,9,13,19,13,1,0
8232,SerieA,18-19,25,Sat,2019-02-23,15:00 (09:00),Torino,2-0,Atalanta,21062.0,Stadio Olimpico di Torino,Daniele Orsato,https://fbref.com/en/matches/90d2d7d3/Torino-Atalanta-February-23-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Torino Stadio Olimpico di Torino,SerieA 18-19,27958,1,2,0,Win,0.7533443021675369,75%-99%,37%,236,357,8,17,19,18,14,2,0,63%,476,609,3,11,19,24,9,1,0
8233,SerieA,18-19,25,Sat,2019-02-23,20:30 (14:30),Frosinone,2-3,Roma,15063.0,Stadio Benito Stirpe,Gianluca Manganiello,https://fbref.com/en/matches/d762cb05/Frosinone-Roma-February-23-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Frosinone Stadio Benito Stirpe,SerieA 18-19,16227,1,2,3,Loss,0.9282677019781844,75%-99%,44%,297,422,5,11,21,22,19,1,0,56%,434,539,5,14,11,14,7,2,0
8234,SerieA,18-19,25,Sun,2019-02-24,12:30 (06:30),Sampdoria,1-0,Cagliari,18840.0,Stadio Comunale Luigi Ferraris,Luca Massimi,https://fbref.com/en/matches/1d3b9f5d/Sampdoria-Cagliari-February-24-2019-Serie-A?utm_source=direct&utm_medium=Share&utm_campaign=ShareTool,,Sampdoria Stadio Comunale Luigi Ferraris,SerieA 18-19,36599,1,1,0,Win,0.5147681630645646,50%-74%,60%,477,594,4,18,8,16,7,1,0,40%,273,398,1,10,17,18,9,2,0
